ISO,Country,Count,Average Success Rate,Average Excess Path Length,Population,GDP,Normalized Population,Normalized GDP,GDP per capita,Continent,Count_in_paths,Success_when_used
ARE,united_arab_emirates,126,0.861948650427913,2.3015873015873014,8575205.0,360832739558.385,-0.22512404621618112,-0.061075468328677336,42078.61381254267,Asia,195,0.8358974358974359
CHN,china,118,1.0,5.0,1345035000.0,7551545703518.14,8.769585262333308,4.632502878366657,5614.386022310304,Asia,1437,0.7724425887265136
VNM,vietnam,109,0.9166666666666666,1.0,88349117.0,172595049183.925,0.3117743711775181,-0.18394344428623516,1953.557149687472,Asia,236,0.8050847457627118
JPN,japan,91,0.9375,4.0,127833000.0,6233147172341.35,0.5775107975829071,3.7719474884823803,48760.07894942111,Asia,1386,0.772005772005772
RUS,russia,88,1.0,1.0,142960908.0,2045922753398.04,0.679325409152633,1.0388296510706365,14311.064346331936,Europe,1319,0.7634571645185747
CAN,canada,76,0.9090909090909092,3.0,34339328.0,1793326630174.52,-0.05172504248878956,0.8739531359930233,52223.696112356076,North America,1199,0.7631359466221852
KOR,korea,64,0.381578947368421,0.90625,49936638.0,1253289537500.81,0.05324876216302341,0.5214559055668173,25097.595426844917,Asia,119,0.8403361344537815
TWN,republic_of_china,60,0.785,4.4,,,,,,Asia,166,0.7650602409638554
ITA,italy,58,0.8181818181818182,0.0,59379449.0,2294994296589.5,0.11680124635920792,1.2014055747322685,38649.63948367894,Europe,1198,0.7036727879799666
DEU,germany,55,0.5555555555555556,2.0,80274983.0,3749314991050.59,0.2574334261524746,2.1506811409919173,46705.895796335324,Europe,2182,0.7965169569202566
KAZ,kazakhstan,54,0.5,0.0,16557202.0,192626464617.071,-0.17140320628869637,-0.17086838229976714,11633.99858364179,Asia,133,0.7142857142857143
NGA,niger,50,0.9106666666666666,1.32,165463745.0,414466676831.16,0.8307751408916052,-0.026067105751388767,2504.879101045126,Africa,67,0.8059701492537313
AFG,afghanistan,48,0.9,9.0,29249157.0,17805098367.2952,-0.08598316880661766,-0.28497915035325816,608.7388558683999,Asia,193,0.8186528497409327
BRA,brazil,47,0.8181818181818183,6.0,198185302.0,2616156223977.47,1.0509994188229383,1.411036897207005,13200.556234878963,South America,727,0.7138927097661623
HUN,hungary,47,0.9749999999999999,1.0,9971727.0,141942264554.475,-0.21572510321767951,-0.2039513693590051,14234.471576936974,Europe,147,0.8095238095238095
IRQ,iraq,44,1.0,12.0,32378061.0,185749664444.444,-0.0649248608502921,-0.17535706103671103,5736.898958972373,Asia,323,0.7894736842105263
FRA,france,40,0.8979565772669222,1.5,65345233.0,2865157541994.17,0.1569524675768994,1.5735669829439,43846.466076479825,Europe,2205,0.7201814058956916
AUS,australia,40,0.8,1.0,22340024.0,1398701323029.63,-0.1324833651773633,0.6163702223158115,62609.660716104416,Oceania,1280,0.77421875
PER,peru,40,0.8666666666666668,11.0,29477721.0,171761737046.585,-0.0844448758133748,-0.18448737029516651,5826.832306560775,South America,231,0.7965367965367965
TZA,tanzania,39,0.9333333333333333,6.0,46416031.0,34657140096.4836,0.029554194864315795,-0.27397935401120416,746.6631538677574,Africa,160,0.81875
FIN,finland,38,0.8461538461538461,4.0,5388272.0,275604356167.316,-0.24657290388333117,-0.11670640462291165,51148.9316365833,Europe,209,0.7464114832535885
ZAF,south_africa,38,0.8,4.0,52443325.0,458199494830.834,0.07011939379509581,0.002478520896765501,8737.041269424355,Africa,839,0.7699642431466031
CUB,cuba,38,0.8,10.0,11298710.0,68990000000.0,-0.20679417511416187,-0.25156934145321,6106.006791925804,North America,262,0.7595419847328244
SWE,sweden,37,0.9333333333333332,3.0,9449213.0,574094112972.733,-0.21924175336849638,0.07812616153208238,60755.75955084652,Europe,400,0.7975
CZE,czech_republic,37,0.8461538461538461,0.0,10496088.0,229562733398.948,-0.212196022294044,-0.14675905235832143,21871.26607541286,Europe,116,0.8275862068965517
HKG,hong_kong,37,0.875,0.0,7071600.0,248513617677.287,-0.23524368463738896,-0.1343892831093818,35142.48793445429,Asia,163,0.7607361963190185
PRT,portugal,36,0.9166666666666666,1.0,10557560.0,245117990242.248,-0.21178230033047746,-0.1366057035787322,23217.295496520786,Europe,310,0.7612903225806451
MEX,mexico,36,1.0,6.0,114150481.0,1229013703255.77,0.4854240161667066,0.5056103933719124,10766.609938820757,North America,1211,0.5821635012386458
JOR,jordan,35,0.7647058823529411,0.0,7109980.0,29524149154.9296,-0.234985377620183,-0.2773297999625044,4152.493980985825,Asia,89,0.8539325842696629
JAM,jamaica,35,1.0,0.0,2746169.0,14444661522.1463,-0.2643549191277528,-0.2871726009458323,5259.931752978895,North America,172,0.6627906976744186
ZWE,zimbabwe,35,0.8723404255319149,3.0,13025785.0,14101920300.0,-0.19517052759615844,-0.28739631767418017,1082.6157732528213,Africa,156,0.782051282051282
CHL,chile,34,0.9473684210526315,1.0,17173573.0,251382574083.741,-0.1672548750093256,-0.1325166354686769,14637.756166625373,South America,160,0.73125
VEN,venezuela,34,0.9285714285714286,4.0,29096159.0,316482190800.364,-0.08701288368463946,-0.09002430502373474,10877.11236388157,South America,130,0.8076923076923077
DOM,dominican_republic,34,0.8181818181818182,0.0,9903737.0,58029773599.455,-0.21618269295451725,-0.258723386061347,5859.381524312995,North America,103,0.7281553398058253
GRL,greenland,32,0.8636363636363636,2.0,56890.0,2684461375.46585,-0.2824544406734695,-0.2948488106677215,47186.87599693883,North America,220,0.7909090909090909
GRC,greece,32,1.0,2.0,11104899.0,282995942006.557,-0.2080985717090473,-0.111881710963648,25483.882564493113,Europe,647,0.768160741885626
ARG,argentina,31,0.8571428571428571,13.0,41261490.0,530158122010.442,-0.005137157683255593,0.049447918240383484,12848.73915145677,South America,263,0.8136882129277566
IND,india,31,0.75,3.0,1257621191.0,1823051829900.81,8.181268423735057,0.893355600600605,1449.6033010156316,Asia,1731,0.7024841132293472
POL,poland,31,0.9868421052631579,1.0,38063255.0,524374183218.309,-0.02666208064244478,0.04567258052221413,13776.388362432719,Europe,288,0.7534722222222222
IDN,indonesia,30,1.0,1.0,247099697.0,892969104563.171,1.380205554072646,0.2862647374052819,3613.8008884857963,Asia,284,0.7640845070422535
ISR,israel,30,0.4166666666666667,3.0,7765800.0,266791854430.897,-0.23057154468573776,-0.12245856960816147,34354.71611822311,Asia,362,0.8038674033149171
SRB,kosovo,30,0.8201831501831501,1.0,7234099.0,49258136128.9672,-0.23415002564862006,-0.26444887780366666,6809.159804001466,Europe,28,0.7142857142857143
PRK,north_korea,30,0.9375,23.0,24783789.0,,-0.1160362143721964,,,Asia,134,0.7835820895522388
IRL,ireland,30,0.9661016949152542,2.0,4580084.0,239170638711.314,-0.2520122116379337,-0.14048770533651136,52219.70573275818,Europe,512,0.734375
DNK,denmark,30,0.4,3.0,5570572.0,344003137611.271,-0.2453459792028558,-0.0720606176008543,61753.64713197693,Europe,426,0.8380281690140845
MDV,maldives,30,0.9090909090909091,3.0,374440.0,2774350237.79742,-0.28031724960224097,-0.294790137707201,7409.331903101752,Asia,53,0.7924528301886793
AUT,austria,30,0.9117647058823529,6.0,8391643.0,431685217367.511,-0.22635946447288668,-0.014828085444477612,51442.27624644077,Europe,298,0.8288590604026845
USA,united_states,29,0.9473684210526315,1.0,311583481.0,15599728123000.0,1.814197578647762,9.885775387457672,50065.966504174205,North America,12007,0.7224952111268427
HRV,croatia,29,1.0,3.0,4280622.0,62736258335.3541,-0.25402766593669684,-0.255651332572884,14655.874388197346,Europe,74,0.7567567567567568
EGY,egypt,28,0.972972972972973,3.0,89200054.0,235989672977.625,0.3175013904141044,-0.14256401014301012,2645.6225349104047,Africa,898,0.7438752783964365
PRY,paraguay,28,0.85,5.0,5843939.0,33756238766.5,-0.24350615079294075,-0.2745673973660305,5776.281847996702,South America,67,0.8507462686567164
GBR,united_kingdom,28,0.9473684210526315,1.0,63258810.0,2663805834828.07,0.14291031797398393,1.4421391234866197,42109.641879574876,Europe,5160,0.7377906976744186
THA,thailand,27,0.8,1.0,68712846.0,370818739623.622,0.17961734691858755,-0.054557328345728504,5396.6435857368215,Asia,148,0.6756756756756757
ECU,ecuador,27,1.0,4.0,15237728.0,79276664000.0,-0.18028359694061943,-0.24485494975768296,5202.656459020663,South America,127,0.8188976377952756
IRN,iran,26,0.6666666666666666,2.0,76342971.0,626133112195.928,0.2309700001144857,0.1120934636844382,8201.581677976981,Asia,330,0.8
PAN,panama,26,0.9600000000000001,19.0,3688674.0,34686224300.0,-0.2580116243061869,-0.27396036994265077,9403.43990821634,North America,107,0.7663551401869159
NPL,nepal,26,0.9411764705882353,14.0,27266399.0,21573872273.8375,-0.09932762698330451,-0.28251916680364414,791.2255767194451,Asia,97,0.8865979381443299
ISL,iceland,25,0.8888888888888888,1.0,319014.0,15221622925.9319,-0.2806902804708094,-0.2866654566279735,47714.59223084849,Europe,432,0.8217592592592593
PAK,pakistan,25,0.6666666666666665,4.0,198602738.0,230586581059.665,1.053808867703459,-0.14609075851392223,1161.044320847505,Asia,231,0.7445887445887446
UKR,ukraine,24,0.9642857142857143,3.0,45706086.0,169333835201.554,0.024776087117304845,-0.1860721293565912,3704.8421779443984,Europe,131,0.7786259541984732
NOR,norway,24,1.0,2.0,4953088.0,501360549669.404,-0.24950180125112054,0.03065094182723277,101221.81347664406,Europe,724,0.8743093922651933
ETH,ethiopia,24,0.9285714285714285,0.0,91817929.0,31952763089.33,0.3351203451475081,-0.275744576100543,348.001348291465,Africa,237,0.6962025316455697
UGA,uganda,23,0.875,1.0,33295738.0,27871725241.4723,-0.05874866469009129,-0.2784083830096427,837.095884208132,Africa,98,0.8163265306122449
LBY,libya,23,0.9583333333333334,5.0,6188132.0,48169243832.0503,-0.2411896456555471,-0.2651596280911984,7784.133213714624,Africa,124,0.8145161290322581
MDG,madagascar,23,1.0,1.0,22348158.0,11551819617.874,-0.1324286213191571,-0.2890608393152899,516.902539255092,Africa,171,0.6666666666666666
TUR,turkey,22,0.625,3.0,74223629.0,838785289694.35,0.21670629739277392,0.2508974544273223,11300.785221568052,Asia,288,0.7465277777777778
PHL,philippines,22,0.5,5.0,96337913.0,234216730295.938,0.36554097007868663,-0.14372125914215744,2431.199960662818,Asia,204,0.7549019607843137
KHM,cambodia,22,0.8947368421052633,1.0,14573885.0,12829541141.062,-0.18475142667545663,-0.28822683493986856,880.3103044289152,Asia,81,0.8024691358024691
HTI,haiti,22,1.0,2.0,9954312.0,13008746038.8867,-0.21584231053150552,-0.28810986291883706,1306.8453187811172,North America,111,0.6036036036036037
CHE,switzerland,22,0.5714285714285714,1.0,7912398.0,715888126682.396,-0.2295849034114189,0.17067905799371624,90476.75896515771,Europe,351,0.7378917378917379
KEN,kenya,21,0.6363636363636364,1.0,42635144.0,46869473150.61,0.004107877945015019,-0.2660080245654638,1099.3154649743883,Africa,358,0.7513966480446927
SEN,senegal,21,0.8,1.0,12875880.0,17814283639.3119,-0.1961794258091407,-0.28497315487074315,1383.539116496263,Africa,56,0.75
TUN,tunisia,21,0.8909090909090909,4.0,11032528.0,48123325825.0739,-0.2085856466736698,-0.2651896000514683,4361.949122184317,Africa,90,0.6888888888888889
MUS,mauritius,21,0.7,1.0,1252404.0,11518413429.9684,-0.27440833188326735,-0.28908264446326143,9197.04299089463,Africa,60,0.8333333333333334
CMR,cameroon,21,0.9166666666666666,0.0,20448873.0,30630910495.217,-0.14521128528929803,-0.2766073860533735,1497.9265847666518,Africa,53,0.6792452830188679
MDA,moldova,20,0.8333333333333334,1.0,2860699.0,8414352020.49442,-0.2635841035289878,-0.29110875167840694,2941.3622406602094,Europe,44,0.8409090909090909
KWT,kuwait,20,0.75,3.0,3143825.0,154079839408.071,-0.2616785946036764,-0.19602883666999882,49010.31050012994,Asia,94,0.8723404255319149
ESP,spain,20,0.6923076923076923,0.0,46742697.0,1480710495710.12,0.03175273889981866,0.6698998902434244,31677.90030836518,Europe,779,0.7047496790757382
CYP,cyprus,20,0.96875,2.0,1145086.0,27564931919.4782,-0.2751306089148595,-0.2786086355437432,24072.368293279455,Europe,107,0.719626168224299
BEL,belgium,20,0.875,0.0,11038264.0,523330354138.133,-0.20854704195635107,0.044991244249591285,47410.56692774634,Europe,245,0.7673469387755102
SDN,sudan,20,0.8181818181818181,4.0,34419624.0,78402830324.5307,-0.05118463028833179,-0.2454253253015758,2277.8526088643707,Africa,180,0.6722222222222223
BGR,bulgaria,19,0.6363636363636364,4.0,7348328.0,57737040780.0157,-0.23338123585527928,-0.25891446091436554,7857.1670698444195,Europe,82,0.8048780487804879
SAU,saudi_arabia,19,0.918918918918919,1.0,30150945.0,676634577273.045,-0.07991390959785993,0.14505717453625047,22441.571143891015,Asia,186,0.8118279569892473
COL,colombia,19,1.0,6.0,45308899.0,334966134865.3,0.022102919080749846,-0.07795932063907965,7392.943599563079,South America,185,0.7081081081081081
URY,uruguay,18,0.9200000000000002,0.0,3361637.0,50342406067.0777,-0.2602126652646544,-0.26374114465828946,14975.562818673669,South America,63,0.7936507936507936
ZMB,zambia,18,0.9354838709677418,10.0,14265814.0,23459515275.5776,-0.18682482170145076,-0.281288355171067,1644.456830544517,Africa,92,0.7282608695652174
SWZ,swaziland,17,0.9333333333333333,2.0,1105371.0,4820478680.18375,-0.2753979008165879,-0.29345457276393655,4360.959967453236,Africa,47,0.6808510638297872
RWA,rwanda,17,0.8518518518518519,14.0,10576932.0,6885492660.83242,-0.21165192191626916,-0.2921066807045853,650.991484187704,Africa,95,0.8105263157894737
MAR,morocco,17,0.8571428571428571,2.0,32903699.0,110080631332.375,-0.06138718539666775,-0.22474834352987316,3345.5397015507283,Africa,137,0.7445255474452555
SOM,somalia,17,0.9615384615384616,3.0,12216837.0,,-0.2006149503412007,,,Africa,91,0.7032967032967034
LAO,laos,17,0.9310344827586207,2.0,6416327.0,8750107401.55382,-0.2396538361247677,-0.29088959480283355,1363.7252904276575,Asia,40,0.9
LBN,lebanon,17,0.8857142857142857,5.0,5045056.0,39927125961.5257,-0.24888283356590957,-0.27053948766310687,7914.1095681644965,Asia,93,0.7419354838709677
LIE,liechtenstein,16,0.9375,1.0,36189.0,5739706004.89616,-0.2825937635906967,-0.2928545675226503,158603.60896670702,Europe,37,0.8378378378378378
YEM,yemen,16,0.95,1.0,25475610.0,32726417878.2943,-0.11138008568667165,-0.27523959010214477,1284.617635389076,Asia,57,0.8596491228070176
ROU,romania,16,0.75,1.0,20147528.0,192613579705.885,-0.14723941264990065,-0.17087679263966596,9560.159425309399,Europe,128,0.796875
BTN,bhutan,16,0.9375,0.0,713331.0,1777102573.23973,-0.27803642825341496,-0.295441068994282,2491.273438613673,Asia,36,0.7777777777777778
SVN,slovenia,16,0.8823529411764706,0.0,2052843.0,51583869785.1849,-0.2690211768403983,-0.26293080676068176,25128.01504313038,Europe,64,0.703125
MYS,malaysia,16,0.9411764705882353,3.0,29184133.0,297951668674.835,-0.08642079662023934,-0.10211969220401329,10209.371944502687,Asia,146,0.7123287671232876
SYR,syria,16,0.9428571428571428,3.0,22730733.0,67539428159.4474,-0.12985379570405634,-0.2525161700382568,2971.2824553192986,Asia,104,0.8173076923076923
TCD,chad,16,0.9,2.0,12317730.0,12172308851.0395,-0.19993591516957587,-0.2886558287351514,988.1941600473058,Africa,83,0.6385542168674698
MLT,malta,16,0.8695652173913043,4.0,416268.0,9638728635.0143,-0.28003573668104004,-0.29030956700855387,23155.10352708904,Europe,45,0.8222222222222222
MCO,monaco,16,0.7692307692307693,2.0,33945.0,6088689808.38347,-0.28260886627299503,-0.2926267760878364,179369.26818039385,Europe,61,0.8524590163934426
LBR,liberia,16,1.0,2.0,4181150.0,2398000000.0,-0.2546971374222495,-0.2950357919748311,573.5264221565837,Africa,65,0.8615384615384616
BHR,bahrain,15,0.9722222222222222,0.0,1212077.0,28776595744.6809,-0.27467974269834977,-0.2778177488650579,23741.557462670193,Asia,33,0.6363636363636364
SUR,suriname,15,0.8333333333333334,1.0,552146.0,4422276621.78703,-0.27912124369292357,-0.2937144903226359,8009.252302447234,South America,30,0.8333333333333334
BGD,bangladesh,15,0.9130434782608695,4.0,150211005.0,128637983882.833,0.7281203786816539,-0.2126354433850095,856.3818868186987,Asia,72,0.7916666666666666
LVA,latvia,15,1.0,0.0,2059709.0,27474380566.265,-0.26897496693992573,-0.27866774093048796,13338.96223508515,Europe,37,0.8108108108108109
DJI,djibouti,15,1.0,3.0,936811.0,1239144501.77525,-0.27653235185411357,-0.2957922091897412,1322.7262508395504,Africa,29,0.7241379310344828
EST,estonia,15,1.0,3.0,1327439.0,23213994093.4631,-0.27390332753110347,-0.2814486136753076,17487.80478309218,Europe,57,0.8070175438596491
BEN,benin,15,0.9375,0.0,9726380.0,10693321363.6574,-0.21737635000638272,-0.2896212050032075,1099.4143107361012,Africa,33,0.8181818181818182
NAM,namibia,15,0.9,3.0,2132340.0,12523359440.5499,-0.26848614211015276,-0.2884266882516167,5873.059381032059,Africa,60,0.75
BRB,barbados,15,0.9523809523809523,2.0,275486.0,4656400000.0,-0.2809832348179939,-0.29356167148200873,16902.492322658865,North America,84,0.6666666666666666
SVK,slovakia,15,0.8125,5.0,5398384.0,99922685424.8835,-0.24650484758948057,-0.2313787173463869,18509.740215754104,Europe,66,0.7272727272727273
QAT,qatar,14,0.75,9.0,1804171.0,167775268626.374,-0.2706948017122752,-0.1870894491085841,92992.99713074537,Asia,52,0.7307692307692307
FJI,fiji,14,0.9090909090909091,3.0,908355.0,3779411899.37483,-0.2767238678645777,-0.29413410600693474,4160.721193118142,Oceania,41,0.5365853658536586
GAB,gabon,14,0.9333333333333333,2.0,1772500.0,18210307743.5816,-0.2709079554783495,-0.28471465892327785,10273.79844489794,Africa,48,0.875
VUT,vanuatu,13,1.0,3.0,251294.0,770153588.218833,-0.28114605303999096,-0.296098332603052,3064.751200660712,Oceania,28,0.7142857142857143
BMU,bermuda,13,0.8,5.0,64564.0,6312691000.0,-0.28240279273052943,-0.2924805642799288,97774.16207174277,North America,84,0.6071428571428571
SGP,singapore,13,0.9600000000000001,2.0,5183688.0,279356499090.458,-0.24794980546769968,-0.1142572765787201,53891.457026437165,Asia,71,0.6619718309859155
GTM,guatemala,13,0.911764705882353,12.0,14521515.0,46876006272.2387,-0.18510388989825693,-0.26600376021527117,3228.0382778407557,North America,85,0.6823529411764706
TON,tonga,13,1.0,1.0,107611.0,414533117.692299,-0.2821130756338732,-0.29633045597502783,3852.1444619258164,Oceania,34,0.6470588235294118
BLZ,belize,13,0.7777777777777778,3.0,329538.0,1818831938.17757,-0.2806194513137204,-0.29541383107716934,5519.339008483301,North America,32,0.875
NLD,netherlands,13,0.9411764705882353,12.0,16693074.0,905270626332.687,-0.17048875368208335,0.29429428280616055,54230.31290298521,Europe,626,0.7348242811501597
WSM,samoa,13,0.9375,4.0,196351.0,744097050.169115,-0.28151583319752993,-0.29611534043014687,3789.626995376214,Oceania,35,0.5714285714285714
BOL,bolivia,12,0.9642857142857143,1.0,10396246.0,23963164696.592,-0.21286798397231071,-0.28095960918598223,2304.9824616108544,South America,149,0.8053691275167785
KGZ,kyrgyzstan,12,0.8571428571428571,0.0,5514600.0,6197765984.28468,-0.24572268478824014,-0.29255557903409274,1123.8831437066478,Asia,31,0.6774193548387096
GHA,ghana,12,0.6470588235294118,2.0,26205941.0,39336668080.559,-0.10646477505136574,-0.270924895944404,1501.0591712985615,Africa,76,0.7894736842105263
DMA,dominica,12,0.8636363636363636,2.0,68742.0,501025925.925926,-0.28237467374361214,-0.29627399971347146,7288.497947774665,North America,42,0.6904761904761905
ERI,eritrea,12,0.8888888888888888,3.0,3207570.0,2065001626.01626,-0.2612495747805447,-0.2952531492752057,643.7900423112387,Africa,29,0.6896551724137931
GUY,guyana,12,1.0,3.0,744230.0,3691384317.52178,-0.27782847024078733,-0.29419156405791913,4960.004726390739,South America,42,0.7619047619047619
MLI,mali,12,0.9285714285714285,2.0,16039734.0,12995112690.2596,-0.1748858955950937,-0.28811876178466994,810.1825560361287,Africa,60,0.8166666666666667
TGO,togo,11,0.5714285714285714,0.0,6748672.0,5422439152.10906,-0.23741707099622908,-0.2930616564215994,803.4823965528418,Africa,26,0.6923076923076923
BDI,burundi,11,0.0,0.0,9455733.0,2235820809.32006,-0.21919787213472403,-0.29514165084327365,236.45134748623505,Africa,31,0.7419354838709677
AGO,angola,11,0.9090909090909091,3.0,24259111.0,111789747670.59,-0.11956742878526531,-0.22363275576031053,4608.155165726806,Africa,48,0.75
ABW,aruba,11,0.38461538461538464,0.0,101288.0,2637859217.87709,-0.2821556310082816,-0.29487922919212434,26043.15632530102,North America,23,0.7391304347826086
MMR,myanmar,11,0.9285714285714287,0.0,49794522.0,59977326085.9908,0.052292285871797746,-0.25745216438615676,1204.496472242284,Asia,66,0.7575757575757576
GIN,guinea,11,0.9375,1.0,10527712.0,6785137215.55736,-0.21198318484974696,-0.29217218549489976,644.502548659895,Africa,48,0.7708333333333334
DZA,algeria,11,0.8235294117647058,0.0,36543541.0,200013098817.25,-0.036890136670222985,-0.16604692071303911,5473.281826116687,Africa,108,0.75
BLR,belarus,10,0.9523809523809523,0.0,9461643.0,61762382327.9319,-0.21915809635380462,-0.2562870085293174,6527.659342878599,Europe,57,0.7192982456140351
UZB,uzbekistan,10,0.9310344827586207,0.0,29339400.0,60178909297.208,-0.08537581080365475,-0.25732058541756647,2051.129515164182,Asia,50,0.78
LSO,lesotho,10,0.9210526315789472,0.0,2037677.0,2579409619.96722,-0.26912324782067304,-0.2949173808703373,1265.857945085124,Africa,31,0.7419354838709677
ARM,armenia,10,1.0,2.0,2928976.0,10142111824.5835,-0.26312458221023405,-0.28998099480013806,3462.6817784042955,Asia,40,0.675
LTU,lithuania,10,1.0,0.0,3028115.0,43535051482.3869,-0.262457351898124,-0.268184494328499,14376.947864393163,Europe,54,0.8333333333333334
BRN,brunei,10,0.9,8.0,401506.0,18525128526.3766,-0.2801350886400811,-0.284509166642245,46139.10757591816,Asia,31,0.7096774193548387
LUX,luxembourg,10,1.0,2.0,518347.0,61696281326.2453,-0.27934871943222905,-0.25633015449158375,119025.0572034666,Europe,63,0.7301587301587301
OMN,oman,10,0.875,0.0,3206870.0,77497529258.7776,-0.26125428595594974,-0.24601624048630863,24166.096305362425,Asia,27,0.8518518518518519
MOZ,mozambique,10,0.6153846153846154,0.0,23760421.0,14619279988.716,-0.12292373744629806,-0.28705862261604326,615.2786597811545,Africa,75,0.76
MWI,malawi,10,0.875,3.0,15146094.0,11648142958.3651,-0.18090031672213716,-0.2889979663919128,769.0525991958785,Africa,45,0.8222222222222222
NIC,nicaragua,10,1.0,2.0,5942553.0,9774319976.77873,-0.2428424538623845,-0.2902210627685856,1644.801481245305,North America,38,0.7105263157894737
AIA,anguilla,9,0.9545454545454546,3.0,,,,,,North America,24,0.6666666666666666
TJK,tajikistan,9,0.8999999999999999,0.0,7784819.0,6522755783.43972,-0.23044354204998374,-0.29234344915325117,837.8814951818046,Asia,34,0.7647058823529411
MSR,montserrat,8,0.7272727272727273,0.0,,,,,,North America,31,0.7096774193548387
AZE,azerbaijan,8,0.9743589743589743,0.0,9173082.0,65952796427.9473,-0.22110018419101063,-0.25355180869835536,7189.818692119759,Asia,58,0.7241379310344828
MNE,montenegro,8,0.8947368421052632,0.0,620079.0,4544428421.49513,-0.2786640375803688,-0.29363475844556153,7328.789430854988,Europe,41,0.7804878048780488
BWA,botswana,8,0.9444444444444444,0.0,2134037.0,15110643612.1729,-0.2684747208749209,-0.2867378959127288,7080.7786426256425,Africa,63,0.7936507936507936
ALB,albania,8,0.8571428571428571,4.0,2905195.0,12890760315.146,-0.26328463429924326,-0.2881868754822566,4437.1411609706065,Europe,48,0.8333333333333334
GRD,grenada,7,0.8,2.0,114918.0,778655555.555555,-0.2820638976928956,-0.2960927831325063,6775.749278229303,North America,21,0.8095238095238095
GNB,guinea-bissau,7,0.875,2.0,1609017.0,1099818591.95479,-0.2720082370336877,-0.2958831510861491,683.5344759904899,Africa,26,0.9230769230769231
TKM,turkmenistan,7,0.9130434782608695,2.0,5360811.0,29233333333.3333,-0.2467577232944696,-0.2775196235377134,5453.155004594138,Asia,52,0.8269230769230769
AND,andorra,7,1.0,1.0,70567.0,3629133062.55168,-0.2823623910363062,-0.2942321971834307,51428.189699883515,Europe,27,0.6296296296296297
GEO,georgia,6,0.923076923076923,2.0,3756441.0,15107486236.2474,-0.2575555354152282,-0.2867399568198114,4021.755229550364,Asia,20,0.7
HND,honduras,6,0.8000000000000002,2.0,8622504.0,17710275685.4074,-0.2248057120940648,-0.2850410437550272,2053.9596949340234,North America,42,0.7619047619047619
MRT,mauritania,6,0.8888888888888888,0.0,3524249.0,6764627745.9033,-0.25911824575757014,-0.29218557259617234,1919.4522707967853,Africa,37,0.7567567567567568
GUM,guam,6,0.9655172413793104,1.0,165649.0,4984000000.0,-0.28172246535079354,-0.29334783785047813,30087.715591401095,Oceania,43,0.6744186046511628
TUV,tuvalu,5,0.8532110091743119,3.0,10700.0,39196957.4908996,-0.28276531094769414,-0.29657544832600646,3663.2670552242616,Oceania,25,0.68
